"Trcid";"Title";"Shortdescription";"Longdescription";"Calendarsummary";"TitleEN";"ShortdescriptionEN";"LongdescriptionEN";"CalendarsummaryEN";"Types";"Ids";"Locatienaam";"City";"Adres";"Zipcode";"Latitude";"Longitude";"Urls";"Media";"Thumbnail";"Datepattern_startdate";"Datepattern_enddate";"Singledates";"Type1";"Lastupdated";
"4de4e5dd-87bd-4f1e-88ed-048d91f8afeb";"Singer Laren:'Geloof ons nou maar (Try-Out)' door Veldhuis & Kemper";"Veldhuis & Kemper na sabbatical terug met frisse blik en nieuwe show!";"Je moet niet alles geloven wat ze zeggen. Zelf nadenken. Kritisch blijven. Dat zijn allemaal zinvolle tips, maar het kost zoveel tijd. Zou het niet heerlijk zijn als iemand anders de boel eens op een rijtje zet? Simpel, overzichtelijk en betrouwbaar, zodat jij eindelijk weet wat en wie je kunt geloven. Zo houd je tijd over voor de dingen die het leven echt de moeite waard maken. Lachen bijvoorbeeld!<br /> Veldhuis &amp: Kemper namen een sabbatical van het duo, doken het leven in en kwamen met een frisse blik op grote en kleine zaken weer bij elkaar. Eindelijk snappen ze het: in het uur van de waarheid zit er maar &eacute:&eacute:n ding op&hellip:";"Di 14 november 2017 20:15 uur.";"Singer Laren:'Geloof ons nou maar (Try-Out)' door Veldhuis & Kemper";"";"";"Tu 14 November 2017 20:15 hour.";",";"2.3.18,2.9.1";"Singer Laren";"LAREN NH";"Oude Drift 1";"1251 BS";"52,2593870";"5,2216210";"http://www.singerlaren.nl";"https://media.iamsterdam.com/ndtrc/Images/4d/4de4e5dd-87bd-4f1e-88ed-048d91f8afeb/7884da17-8bfb-4e85-82a0-af95bbeb37bd.jpg";"https://media.iamsterdam.com/ndtrc/Images/4d/4de4e5dd-87bd-4f1e-88ed-048d91f8afeb/7884da17-8bfb-4e85-82a0-af95bbeb37bd.jpg";"";"";"14-11-2017";"";"2017-06-09 15:42:43";
"aba18e04-9707-45b5-9698-0b1838ed6180";"Miranda Sings  - You're Welcome";"Na vele succesvolle stand-upshows in de Verenigde Staten, komt de uiterst opvallende YouTube-persoonlijkheid nu naar Nederland. Op 21 september 2017 staat ze in RAI Amsterdam met haar one woman show 'Miranda Sings... You're Welcome'.";"<p>In haar populaire video&rsquo:s maakt Miranda Sings met een overload aan sarcasme, rode lipstick en hyperactieve gezichtsuitdrukkingen, parodie&euml:n op popnummers.&nbsp:<span style=&quot:font-size: 12.8px:&quot:>De London Times stelde dat Miranda, ondanks haar grote succes op YouTube, niet online maar op het podium ijzingwekkend tot leven komt.</span></p>";"Do 21 september 2017 20:00 uur.";"Miranda Sings  - You're Welcome";"";"";"Th 21 September 2017 20:00 hour.";"";"2.9.1";"RAI Amsterdam";"AMSTERDAM";"Europaboulevard 22";"1078 RV";"52,3390470";"4,8911530";"http://www.rai.nl/nl/agenda/";"https://media.iamsterdam.com/ndtrc/Images/ab/aba18e04-9707-45b5-9698-0b1838ed6180/e2b2973a-6e79-4d13-a6b0-125f5b6ccde5.jpg";"https://media.iamsterdam.com/ndtrc/Images/ab/aba18e04-9707-45b5-9698-0b1838ed6180/e2b2973a-6e79-4d13-a6b0-125f5b6ccde5.jpg";"";"";"21-09-2017";"";"2017-06-13 13:55:20";
"f9f6e313-151b-4538-bf0b-ad94b595d0c7";"Margriet Bolding - Het gras bij de buren";"Margriet Bolding wordt geroemd om haar eigenzinnige humor, haar mooie liedjes en de lekker herkenbare thema's die ze in haar voorstellingen aansnijdt. Ditmaal vertelt ze hoe ze met haar gezin de oversteek maakt van een rijtjeswoning in de stad naar een leuk boerderijtje op het platteland. Een groene omgeving, tot rust komen na je werk, kinderen die onbezorgd kunnen opgroeien: ideaal toch? Maar is het beloofde platteland wel zo veilig? 'Het gras bij de buren' lijkt dikwijls groener, maar uiteindelijk neem je jezelf altijd mee.";"";"Do 8 maart 2018 20:30 uur.";"Margriet Bolding - Het gras bij de buren";"";"";"Th 8 March 2018 20:30 hour.";"";"2.9.1";"Schouwburg Amstelveen";"AMSTELVEEN";"Stadsplein 100";"1181 ZM";"52,3028070";"4,8587020";"https://schouwburgamstelveen.nl/seizoen-17-18/margriet-bolding/?ypeventid=4757552641-1485865001";"https://media.iamsterdam.com/ndtrc/Images/f9/f9f6e313-151b-4538-bf0b-ad94b595d0c7/f5011ad9-50fb-41e7-b96b-86987645ef59.jpg";"https://media.iamsterdam.com/ndtrc/Images/f9/f9f6e313-151b-4538-bf0b-ad94b595d0c7/f5011ad9-50fb-41e7-b96b-86987645ef59.jpg";"";"";"08-03-2018";"";"2017-06-13 12:36:00";
"8746ad16-7e1d-4c6e-b94a-1c77c307a968";"Marjolijn van Kooten - Ik zie de bui al hangen";"De afgelopen seizoenen trok Marjolijn van Kooten samen met Bram Bakker langs de theaters met de succesvolle voorstelling Geen paniek. In Ik zie de bui al hangen gaat Marjolijn verder op haar weg van psychiatrisch cabaret. Gezellige onderwerpen als depressie, moedeloosheid, zelfkritiek en angst passeren de revue. Hoopvol gaat Marjolijn bij coaches, yogadocenten, ervaringsdeskundigen en psychologen te rade?";"";"Do 1 maart 2018 20:30 uur.";"Marjolijn van Kooten - Ik zie de bui al hangen";"";"";"Th 1 March 2018 20:30 hour.";"";"2.9.1";"Schouwburg Amstelveen";"AMSTELVEEN";"Stadsplein 100";"1181 ZM";"52,3028070";"4,8587020";"https://schouwburgamstelveen.nl/seizoen-17-18/marjolijn-van-kooten/?ypeventid=1960493313-1485512331";"https://media.iamsterdam.com/ndtrc/Images/87/8746ad16-7e1d-4c6e-b94a-1c77c307a968/451df33b-4e99-4a85-b20f-7c16b6a37f02.jpg";"https://media.iamsterdam.com/ndtrc/Images/87/8746ad16-7e1d-4c6e-b94a-1c77c307a968/451df33b-4e99-4a85-b20f-7c16b6a37f02.jpg";"";"";"01-03-2018";"";"2017-06-13 12:39:39";
"c90b67c6-2a69-4ed3-9c8e-e07396e98611";"Herman in een bakje Geitenkwark - Verplicht spelen";"U wist het misschien nog niet, maar Herman in een bakje Geitenkwark is een ervaring die uw leven verandert. Een podium gevuld met de eigenzinnige humor, unieke vorm van samenzang en absurde bedenksels van vier jongens. En als belangrijkste van alles, met uw fantasie. Want wat wilt u nou eigenlijk? Lachen of huilen, denken of voelen, lekker achterover hangen of op het puntje van uw stoel zitten? Bij Herman in een bakje Geitenkwark hoeft u niet te kiezen, alles mag: knoeien met precisie, sterven van vreugde, een hond onder het ijs en een speeltuin na de Apocalyps.";"";"Vr 2 maart 2018 20:30 uur.";"Herman in een bakje Geitenkwark - Verplicht spelen";"";"";"Fr 2 March 2018 20:30 hour.";"";"2.9.1";"Schouwburg Amstelveen";"AMSTELVEEN";"Stadsplein 100";"1181 ZM";"52,3028070";"4,8587020";"https://schouwburgamstelveen.nl/seizoen-17-18/herman-in-een-bakje-geitenkwark/?ypeventid=440571649-1484723387";"https://media.iamsterdam.com/ndtrc/Images/c9/c90b67c6-2a69-4ed3-9c8e-e07396e98611/cb9bef46-ff47-4d94-a4ac-b9b3999ed662.jpg";"https://media.iamsterdam.com/ndtrc/Images/c9/c90b67c6-2a69-4ed3-9c8e-e07396e98611/cb9bef46-ff47-4d94-a4ac-b9b3999ed662.jpg";"";"";"02-03-2018";"";"2017-06-13 12:39:19";
"f92ca5b2-6522-4e45-9708-fc05db662c17";"Pieter Derks - Spot";"In Spot keert Pieter Derks de wereld opnieuw binnenstebuiten. Van het kleinste leed tot het grootste nieuws - met rake grappen belicht hij alles van de andere kant. Lichtvoetig, scherp en in een roemrucht tempo dat het publiek anderhalf uur lang op het puntje van hun stoel houdt. Hij heeft zich voor deze voorstelling maar één ding voorgenomen: alles dat zichzelf serieus neemt moet bespot. Zodat we een hele avond opgelucht kunnen lachen om de wereld, het nieuws, en nog belangrijker: onszelf.";"";"Wo 7 maart 2018 20:00 uur.";"Pieter Derks - Spot";"";"";"We 7 March 2018 20:00 hour.";"";"2.9.1";"Schouwburg Amstelveen";"AMSTELVEEN";"Stadsplein 100";"1181 ZM";"52,3028070";"4,8587020";"https://schouwburgamstelveen.nl/seizoen-17-18/pieter-derks/?ypeventid=1980722177-1484655556";"https://media.iamsterdam.com/ndtrc/Images/f9/f92ca5b2-6522-4e45-9708-fc05db662c17/eef139ae-d873-413a-8439-6c3f56a811ca.jpg";"https://media.iamsterdam.com/ndtrc/Images/f9/f92ca5b2-6522-4e45-9708-fc05db662c17/eef139ae-d873-413a-8439-6c3f56a811ca.jpg";"";"";"07-03-2018";"";"2017-06-13 12:37:29";
"d3b1554d-e3e2-4e6f-8e43-c88fad2f73f7";"Eva Crutzen - Opslaan als";"Om Eva Crutzen kunt u na haar voorstelling Spiritus niet meer heen. 'Ze is energiek, muzikaal en hilarisch en heeft een volstrekt originele stijl. Haar onderwerpen zijn even komisch als dat ze schrijnend zijn.' Eva heeft het allemaal. Behalve rust dan. Of stilte. Of tijd. Hoe kun je dingen verwerken als alles maar doorgaat? In Opslaan als laat Eva de gekte toe. Ze speelt uiteenlopende personages en gaat muzikaal los. Zo biedt ze antwoorden. Of laat ze u in verwarring achter. Het hangt er maar net vanaf hoe u het opslaat?";"";"Za 17 februari 2018 20:30 uur.";"Eva Crutzen - Opslaan als";"";"";"Sa 17 February 2018 20:30 hour.";"";"2.9.1";"Schouwburg Amstelveen";"AMSTELVEEN";"Stadsplein 100";"1181 ZM";"52,3028070";"4,8587020";"https://schouwburgamstelveen.nl/seizoen-17-18/eva-crutzen/?ypeventid=4291561473-1484685262";"https://media.iamsterdam.com/ndtrc/Images/d3/d3b1554d-e3e2-4e6f-8e43-c88fad2f73f7/572b00b1-9ae8-495e-9a18-212bd8e473e2.jpg";"https://media.iamsterdam.com/ndtrc/Images/d3/d3b1554d-e3e2-4e6f-8e43-c88fad2f73f7/572b00b1-9ae8-495e-9a18-212bd8e473e2.jpg";"";"";"17-02-2018";"";"2017-06-13 12:43:15";
"9cba2e47-7a00-44cb-afb1-95eef62f131f";"Ronald Snijders - Welke show";"Was absurdist Ronald Snijders in zijn vorige One Man Show een dolgedraaide tv-quizmaster, in zijn programma zien we de echte Ronald Snijders, met bigband. Hij vervreemdt zijn publiek op geheel eigen wijze met grappen, liedjes, normale anekdotes, nieuwe woorden en opmerkelijke invallen. Ook leest hij wederom voor uit eigen werk. Ronald Snijders schreef onder andere de bestsellers De Schrikkelkalender 2016 en De Alfabetweter. Welke show is een groot feest van absurditeiten, woordgrappen, slapstick en maffe liedjes,' aldus de Volkskrant ****.";"";"Do 15 februari 2018 20:30 uur.";"Ronald Snijders - Welke show";"";"";"Th 15 February 2018 20:30 hour.";"";"2.9.1";"Schouwburg Amstelveen";"AMSTELVEEN";"Stadsplein 100";"1181 ZM";"52,3028070";"4,8587020";"https://schouwburgamstelveen.nl/seizoen-17-18/ronald-snijders/?ypeventid=2291531777-1486383384";"https://media.iamsterdam.com/ndtrc/Images/9c/9cba2e47-7a00-44cb-afb1-95eef62f131f/a6eeb0f0-8425-4ad1-91b0-fc19ba5b5e98.jpg";"https://media.iamsterdam.com/ndtrc/Images/9c/9cba2e47-7a00-44cb-afb1-95eef62f131f/a6eeb0f0-8425-4ad1-91b0-fc19ba5b5e98.jpg";"";"";"15-02-2018";"";"2017-06-13 12:44:26";
"fd3bb8d7-4f0b-43f6-80bd-629c95771263";"Max van den Burg - Op een bedje van rucola";"Entertainer, komiek, innemende verhalenverteller, muzikant en imitator Max van den Burg fileert in Op een bedje van rucola op speelse en confronterende wijze de hoofd- en bijgerechten van deze tijd, waarin alles mooier wordt opgediend dan het in werkelijkheid is. In een dynamisch, muzikaal en hilarisch eenmansspektakel stelt hij alles aan de kaak waar je zogenaamd gelukkig van wordt: een perfect afgetraind lichaam, zelfhulpboeken, meditatie, vluchtelingen helpen, biologisch eten, culinaire hoogstandjes produceren en dat mooie huis kopen. Maar word je dan ook echt gelukkig?";"";"Wo 14 februari 2018 20:30 uur.";"Max van den Burg - Op een bedje van rucola";"";"";"We 14 February 2018 20:30 hour.";"";"2.9.1";"Schouwburg Amstelveen";"AMSTELVEEN";"Stadsplein 100";"1181 ZM";"52,3028070";"4,8587020";"https://schouwburgamstelveen.nl/seizoen-17-18/max-van-den-burg/?ypeventid=2479605249-1486386264";"https://media.iamsterdam.com/ndtrc/Images/fd/fd3bb8d7-4f0b-43f6-80bd-629c95771263/04cfae99-19d1-4be9-9fb4-5ce8f5a764ce.jpg";"https://media.iamsterdam.com/ndtrc/Images/fd/fd3bb8d7-4f0b-43f6-80bd-629c95771263/04cfae99-19d1-4be9-9fb4-5ce8f5a764ce.jpg";"";"";"14-02-2018";"";"2017-06-13 12:45:13";
"28779596-d06b-4f09-a51c-5f3fb273915e";"Van der Laan & Woe - Pesetas";"Godzijdank, hij is weer terug in de theaters: Niels van der Laan. En alsof dat nog niet genoeg is, keert ook Jeroen Woe weer terug op de planken! Het kan niet op. Een jaar lang waren ze alleen te zien in het succesvolle tv-programma De Kwis, maar nu kunt u ook weer in het theater genieten van dit virtuoze cabaretduo. Scènes, muzikale acts en een absurd hoge grapdichtheid: het zou eeuwig zonde zijn om het te missen. Of, zoals het aloude spreekwoord zegt: 'Wilt men naer ietsch mietersch toe, kiesch voor Van der Laan en Woe.'";"";"Do 8 februari 2018 20:00 uur.";"Van der Laan & Woe - Pesetas";"";"";"Th 8 February 2018 20:00 hour.";"";"2.9.1";"Schouwburg Amstelveen";"AMSTELVEEN";"Stadsplein 100";"1181 ZM";"52,3028070";"4,8587020";"https://schouwburgamstelveen.nl/seizoen-17-18/van-der-laan-woe/?ypeventid=4192501505-1484682910";"https://media.iamsterdam.com/ndtrc/Images/28/28779596-d06b-4f09-a51c-5f3fb273915e/c5100b4e-50c7-4b06-b621-5c05246322f9.jpg";"https://media.iamsterdam.com/ndtrc/Images/28/28779596-d06b-4f09-a51c-5f3fb273915e/c5100b4e-50c7-4b06-b621-5c05246322f9.jpg";"";"";"08-02-2018";"";"2017-06-13 12:59:08";
"4226ae0f-2427-4466-9b8e-9b2ec1d32b9d";"Lebbis - de Bovengrens";"De ondergrens kennen we allemaal, maar nu gaat Lebbis - met het publiek - op zoek naar De Bovengrens. Jarenlang heeft hij gesprekken gevoerd met goede vrienden bij de open haard, tijdens wandelingen en onder het genot van een versnapering. Gedachtewisselingen over waar we heen zouden kunnen gaan. Als mensheid. Gewoon. Voorbij eten, veiligheid, onderdak. Samen met u wil Lebbis op deze avond kijken naar wat we doen, waarom, en waar het heen gaat. Meanderend over wat vragen, waarbij hij veel zelf aan het woord zal zijn, maar dat kent u wel van hem. Hield hij maar nooit op.";"";"Vr 20 april 2018 20:00 uur.";"Lebbis - de Bovengrens";"";"";"Fr 20 April 2018 20:00 hour.";"";"2.9.1";"Schouwburg Amstelveen";"AMSTELVEEN";"Stadsplein 100";"1181 ZM";"52,3028070";"4,8587020";"https://schouwburgamstelveen.nl/zoekresultaten?q=lebbis";"https://media.iamsterdam.com/ndtrc/Images/42/4226ae0f-2427-4466-9b8e-9b2ec1d32b9d/1ceb6417-0c57-44a7-9bdf-2dc36606b958.jpg";"https://media.iamsterdam.com/ndtrc/Images/42/4226ae0f-2427-4466-9b8e-9b2ec1d32b9d/1ceb6417-0c57-44a7-9bdf-2dc36606b958.jpg";"";"";"20-04-2018";"";"2017-06-13 12:08:31";
"cef6bb98-98b8-47a2-a287-ef0f9bc79612";"Tim Fransen - Het kromme hout der mensheid";"Vorig seizoen debuteerde cabaretier Tim Fransen met zijn filosofische en alom bejubelde programma Het failliet van de moderne tijd. Het regende superlatieven en Fransen kreeg ook nog eens de Neerlands Hoop 2016, de prijs voor het grootste cabarettalent. In zijn tweede show bekijkt Fransen in welke staat onze menselijke beschaving verkeert, wat er nog te redden is en waarom de antwoorden liggen bij mannen als Napoleon, Beethoven en Kant. ";"";"Wo 18 april 2018 20:00 uur.";"Tim Fransen - Het kromme hout der mensheid";"";"";"We 18 April 2018 20:00 hour.";"";"2.9.1";"Schouwburg Amstelveen";"AMSTELVEEN";"Stadsplein 100";"1181 ZM";"52,3028070";"4,8587020";"https://schouwburgamstelveen.nl/seizoen-17-18/tim-fransen/?ypeventid=1247522817-1484321833";"https://media.iamsterdam.com/ndtrc/Images/ce/cef6bb98-98b8-47a2-a287-ef0f9bc79612/3c1db3e7-aa94-46ce-8fdc-c5c0ccc93d53.jpg";"https://media.iamsterdam.com/ndtrc/Images/ce/cef6bb98-98b8-47a2-a287-ef0f9bc79612/3c1db3e7-aa94-46ce-8fdc-c5c0ccc93d53.jpg";"";"";"18-04-2018";"";"2017-06-13 12:09:47";
"4d6a73d0-75ad-4907-a85b-1f2640757dee";"Joep Onderdelinden - OOIT";"Topentertainer Joep Onderdelinden, geroemd om zijn beeldende, hilarische manier van vertellen, zoekt in de nieuwe voorstelling OOIT op eigen absurde wijze samen met het publiek het antwoord op de vragen: Hoe blijf ik een 'blij ei'? Komt het OOIT nog goed? En, was het OOIT eigenlijk beter? Joep heeft zich de laatste jaren laten zien als theatermaker in allerlei disciplines. Zo was hij vorig seizoen betrokken bij maar liefst elf theaterproducties. Ondertussen was hij als Postbode Siemen ook actief op Facebook, waar hij meer dan 30.000 trouwe volgers heeft.";"";"Za 24 maart 2018 20:30 uur.";"Joep Onderdelinden - OOIT";"";"";"Sa 24 March 2018 20:30 hour.";"";"2.9.1";"Schouwburg Amstelveen";"AMSTELVEEN";"Stadsplein 100";"1181 ZM";"52,3028070";"4,8587020";"https://schouwburgamstelveen.nl/seizoen-17-18/joep-onderdelinden/?ypeventid=1735117057-1484330789";"https://media.iamsterdam.com/ndtrc/Images/4d/4d6a73d0-75ad-4907-a85b-1f2640757dee/570a18bf-d8a1-412f-a1a3-406dbdf9e40b.jpg";"https://media.iamsterdam.com/ndtrc/Images/4d/4d6a73d0-75ad-4907-a85b-1f2640757dee/570a18bf-d8a1-412f-a1a3-406dbdf9e40b.jpg";"";"";"24-03-2018";"";"2017-06-13 12:29:16";
"6490f288-59a3-4d96-86b8-1fb1189aab4f";"Op sterk Water - HOTEL";"Twee opties. U kent Op Sterk Water en gaat dit jaar weer. Of u bent nog onwetend, maar staat open voor een ongeëvenaarde belevenis. Check dit seizoen in voor de nieuwste, ongelooflijk grappige, muzikale en interactieve show van Nederlands beste impro-cabaretgroep. In HOTEL spelen zij in op hét thema van de afgelopen tijd: gastvrijheid. Welke gast schoof onverwacht bij u aan? Waar werd u hartelijk ontvangen? HOTEL is een geïmproviseerde voorstelling die onbedaarlijk laat lachen op een nooit te vergeten trip.";"";"Za 31 maart 2018 20:30 uur.";"Op sterk Water - HOTEL";"";"";"Sa 31 March 2018 20:30 hour.";"";"2.9.1";"Schouwburg Amstelveen";"AMSTELVEEN";"Stadsplein 100";"1181 ZM";"52,3028070";"4,8587020";"https://schouwburgamstelveen.nl/seizoen-17-18/op-sterk-water/?ypeventid=411236353-1490168069";"https://media.iamsterdam.com/ndtrc/Images/64/6490f288-59a3-4d96-86b8-1fb1189aab4f/5a1b0427-096e-4a3e-838e-e9fcc9516f5a.jpg";"https://media.iamsterdam.com/ndtrc/Images/64/6490f288-59a3-4d96-86b8-1fb1189aab4f/5a1b0427-096e-4a3e-838e-e9fcc9516f5a.jpg";"";"";"31-03-2018";"";"2017-06-13 12:20:49";
"14dc7b61-5dfb-4fe9-bb6e-da2c6a1617dc";"Aron Elstak - Kijkt u even mee?";"Niet alleen acteurs en presentatoren vullen tegenwoordig de beeldschermen, ook vloggers, stylisten, rechters en koks. Of Dirk uit Den Haag. We volgen hem bij het ontbijt, tijdens het boodschappen doen en op het werk. Toptelevisie! Toch boeien die alledaagse mensen Elstak het meest. Omdat ze ons iets zeggen over wie we zijn. Elstak neemt het publiek mee naar de wereld van soaps, talentenjachten, scripted reality's, documentaires, spelprogramma's en talkshows. Als showhost van het oude variété gidst Aron u door televisieland tijdens een avond vol mooie liedjes, typetjes en conférences.";"";"Do 22 maart 2018 20:30 uur.";"Aron Elstak - Kijkt u even mee?";"";"";"Th 22 March 2018 20:30 hour.";"";"2.9.1";"Schouwburg Amstelveen";"AMSTELVEEN";"Stadsplein 100";"1181 ZM";"52,3028070";"4,8587020";"https://schouwburgamstelveen.nl/seizoen-17-18/aron-elstak/?ypeventid=2541785601-1486386479";"https://media.iamsterdam.com/ndtrc/Images/14/14dc7b61-5dfb-4fe9-bb6e-da2c6a1617dc/812b323e-0985-451c-9ae1-1c8f35e12210.jpg";"https://media.iamsterdam.com/ndtrc/Images/14/14dc7b61-5dfb-4fe9-bb6e-da2c6a1617dc/812b323e-0985-451c-9ae1-1c8f35e12210.jpg";"";"";"22-03-2018";"";"2017-06-13 12:30:21";
"44286530-4fd1-499b-8dfe-43c4beaa500b";"Ali B - koorts";"Nederland is misschien niet ziek maar heeft wel koorts. Het verhitte debat doet de temperatuur hoog oplopen en af en toe naderen we het kookpunt. Maar koorts is ook het begin van genezing. Van opwinding. Van nieuwe kansen. Nu de verkiezingskoorts een beetje is gezakt, steekt Ali zijn thermometer in de bilspleet van de Nederlandse maatschappij en meet de temperatuur. Bent u benieuwd naar de uitslag? Kom dan op consult in een theater bij u in de buurt.";"";"Do 15 maart 2018 20:00 uur.";"Ali B - koorts";"";"";"Th 15 March 2018 20:00 hour.";"";"2.9.1";"Schouwburg Amstelveen";"AMSTELVEEN";"Stadsplein 100";"1181 ZM";"52,3028070";"4,8587020";"https://schouwburgamstelveen.nl/seizoen-17-18/ali-b/?ypeventid=502355201-1484723811";"https://media.iamsterdam.com/ndtrc/Images/44/44286530-4fd1-499b-8dfe-43c4beaa500b/4050e997-16dd-4353-bd49-db5c50b2217a.jpg";"https://media.iamsterdam.com/ndtrc/Images/44/44286530-4fd1-499b-8dfe-43c4beaa500b/4050e997-16dd-4353-bd49-db5c50b2217a.jpg";"";"";"15-03-2018";"";"2017-06-13 12:32:41";
"74f8352a-9ffb-409b-8d26-6034ba552054";"Ellen Dikker - Buitenspel";"Het gaat goed met 'comédienne pur sang' (AD) Ellen Dikker. Soms heeft ze alleen het idee dat ze 'buitenspel' staat. Buitenspel gaat over winnen of verliezen. Over slagen en mislukken. Doorploeteren en aanmodderen. Omdat we succesvol willen zijn. Maar wanneer ben je dat? Als je in een groot huis woont met een Audi voor de deur? Maar waarom lijk je soms buitenspel te staan? En is dat erg?";"";"Do 15 maart 2018 20:30 uur.";"Ellen Dikker - Buitenspel";"";"";"Th 15 March 2018 20:30 hour.";"";"2.9.1";"Schouwburg Amstelveen";"AMSTELVEEN";"Stadsplein 100";"1181 ZM";"52,3028070";"4,8587020";"https://schouwburgamstelveen.nl/seizoen-17-18/ellen-dikker/?ypeventid=3449719041-1488897025";"https://media.iamsterdam.com/ndtrc/Images/74/74f8352a-9ffb-409b-8d26-6034ba552054/c1a7517b-0bc4-4efc-ae5a-158259148a5d.jpg";"https://media.iamsterdam.com/ndtrc/Images/74/74f8352a-9ffb-409b-8d26-6034ba552054/c1a7517b-0bc4-4efc-ae5a-158259148a5d.jpg";"";"";"15-03-2018";"";"2017-06-13 12:32:15";
"1069a98f-b836-4ff4-b4ee-fdc2e566cf67";"Jochem Myjer - Adem in, adem uit";"U komt thuis na een lange dag werken. Eigenlijk moet u de administratie nog doen, wat klussen in huis, weer eens gaan sporten en op bezoek bij familie. Maar doe eens een keer gek. Laat alles uit uw handen vallen en ren naar het theater. Want daar staat de ervaren Zenmeester Jochem Myjer klaar om u mee te nemen in een gloednieuwe avondvullende en kalmerende meditatieoefening. Althans, dat beweert hij.";"";"Wo 6 december 2017 t/m do 7 december 2017 wo, do: 20:00 uur.";"Jochem Myjer - Adem in, adem uit";"";"";"We 6 December 2017 including Th 7 December 2017 We , Th : 20:00 hour.";"";"2.9.1";"Schouwburg Amstelveen";"AMSTELVEEN";"Stadsplein 100";"1181 ZM";"52,3028070";"4,8587020";"https://schouwburgamstelveen.nl/seizoen-17-18/jochem-myjer/?ypeventid=1867193089-1484654950";"https://media.iamsterdam.com/ndtrc/Images/10/1069a98f-b836-4ff4-b4ee-fdc2e566cf67/dc494c44-5302-4aa9-ad34-496074e7fe55.jpg";"https://media.iamsterdam.com/ndtrc/Images/10/1069a98f-b836-4ff4-b4ee-fdc2e566cf67/dc494c44-5302-4aa9-ad34-496074e7fe55.jpg";"06-12-2017";"07-12-2017";"";"";"2017-06-13 17:18:40";
